epoch, train_loss, train_acc
1, 1.4249654868069817, 0.4819
2, 0.9786124697426701, 0.6536
3, 0.7715333271819307, 0.72714
4, 0.610469835722233, 0.78792
5, 0.48344642762332923, 0.8338
6, 0.3645870550666624, 0.8765
7, 0.25554894280555607, 0.91752
8, 0.1638843238239398, 0.95024
9, 0.10188733587217758, 0.9716
10, 0.06292008423267881, 0.98448
11, 0.029159002089420395, 0.99534
12, 0.010872633539406998, 0.99954
13, 0.004781101545368981, 0.99994
14, 0.0029929840631778243, 1.0
15, 0.0024263482764744393, 1.0
16, 0.0020728892422831424, 1.0
17, 0.0018106549558446498, 1.0
18, 0.0016987254191666384, 1.0
19, 0.0015657962784599846, 1.0
20, 0.0014804737708505118, 1.0
21, 0.0014428986805726958, 1.0
22, 0.0013541636647313566, 1.0
23, 0.0013067022947322988, 1.0
24, 0.001286522714871332, 1.0
25, 0.0012501943770133893, 1.0
26, 0.0012107178931484175, 1.0
27, 0.0011672102149499729, 1.0
28, 0.0011686072132521597, 1.0
29, 0.0011635548615282702, 1.0
30, 0.001148493346565253, 1.0
