epoch, train_loss, train_acc
1, 1.42852944440549, 0.4771
2, 0.9667121830498776, 0.65362
3, 0.7555260841194016, 0.73456
4, 0.6042172574935971, 0.7901
5, 0.4692796948163406, 0.8394
6, 0.25624231494906, 0.92998
7, 0.20573569453128462, 0.9489
8, 0.17739940444221886, 0.9593
9, 0.15230965073151356, 0.96966
10, 0.13186861999580624, 0.97612
11, 0.11200569364268456, 0.98366
12, 0.10890201359148831, 0.98448
13, 0.10670473129319413, 0.98546
14, 0.10611067003453784, 0.9855
15, 0.10375451113638061, 0.9864
16, 0.10243887963044979, 0.98694
17, 0.10137807127193112, 0.9873
18, 0.10221217573641816, 0.98676
19, 0.1022257176620881, 0.98696
20, 0.10179693191824361, 0.98726
21, 0.10117994812900757, 0.98716
22, 0.10217595648239641, 0.98716
23, 0.10137105251059812, 0.9872
24, 0.10157894335515663, 0.98712
25, 0.10092208000933728, 0.98722
26, 0.10093327676472456, 0.98776
27, 0.10128377547578128, 0.98698
28, 0.10148379584902997, 0.98708
29, 0.1012317952140213, 0.9876
30, 0.10205638643039767, 0.98704
