epoch, train_loss, train_acc
1, 1.304963604720962, 0.52528
2, 0.8439218496422634, 0.70108
3, 0.6223109195299465, 0.78186
4, 0.4509285281381339, 0.84426
5, 0.30751113322994594, 0.89632
6, 0.1802340343861324, 0.94372
7, 0.0842644519856214, 0.97892
8, 0.03156237710800851, 0.9952
9, 0.010526119565229168, 0.99952
10, 0.0048397306836379305, 0.99998
11, 0.0035998984019669808, 1.0
12, 0.002887326211411306, 1.0
13, 0.002474768034866094, 1.0
14, 0.00216631387667659, 1.0
15, 0.0020124116963695002, 1.0
16, 0.0018470722428985092, 1.0
17, 0.0017442805938186871, 1.0
18, 0.001653366204252338, 1.0
19, 0.001594082251384073, 1.0
20, 0.0014891129011190627, 1.0
21, 0.0015198763067205258, 1.0
22, 0.001426423145511695, 1.0
23, 0.001390342087344364, 1.0
24, 0.0013687690125082804, 1.0
25, 0.0013068836683150181, 1.0
26, 0.0013341819298813295, 1.0
27, 0.0012867048183572776, 1.0
28, 0.0012562146472573147, 1.0
29, 0.0013021377388380772, 1.0
30, 0.0012591804789803217, 1.0
