epoch, train_loss, train_acc
1, 1.3479129510462438, 0.50784
2, 0.8587043564337904, 0.69434
3, 0.6398362402263504, 0.7727
4, 0.48600352801325375, 0.82932
5, 0.37142735609160665, 0.8704
6, 0.2670245144678199, 0.90626
7, 0.17358572553376408, 0.94014
8, 0.11697820736967085, 0.95898
9, 0.07395672131224972, 0.97574
10, 0.055878574709834344, 0.98096
11, 0.033469664420017885, 0.98914
12, 0.016560318775575063, 0.99544
13, 0.004975099295503972, 0.99934
14, 0.001452879538364194, 0.99996
15, 0.0006260694215021184, 1.0
16, 0.00039285063115216534, 1.0
17, 0.00030514079312373506, 1.0
18, 0.00027765210526917947, 1.0
19, 0.00022619010766258325, 1.0
20, 0.0001984450760234357, 1.0
21, 0.00018453053999482297, 1.0
22, 0.00016135853945652482, 1.0
23, 0.00014059831699206972, 1.0
24, 0.00013990303676370282, 1.0
25, 0.00013253343446739077, 1.0
26, 0.000118775023173888, 1.0
27, 0.00011759830925226881, 1.0
28, 0.00011546481440364517, 1.0
29, 9.870204314462366e-05, 1.0
30, 9.382387924631384e-05, 1.0
