epoch, train_loss, train_acc
1, 1.3312564859609775, 0.51488
2, 0.8421958324397006, 0.69934
3, 0.5964858695064359, 0.78992
4, 0.4522603544432794, 0.84024
5, 0.316350936356103, 0.8894
6, 0.19143057477367503, 0.93488
7, 0.10059136617214173, 0.96818
8, 0.04188766822819134, 0.98962
9, 0.013410426851342935, 0.99832
10, 0.004838279438922015, 0.99968
11, 0.002523187282935852, 0.99998
12, 0.0017540652408798124, 1.0
13, 0.0014706606906124146, 1.0
14, 0.001302257026581432, 1.0
15, 0.0011904363607085021, 1.0
16, 0.0011284300346461023, 1.0
17, 0.0010659673480171701, 1.0
18, 0.0009855061898703503, 1.0
19, 0.000965126895133163, 1.0
20, 0.0009318729709980347, 1.0
21, 0.000899566898626797, 1.0
22, 0.0008701196300190971, 1.0
23, 0.000871308586176704, 1.0
24, 0.0008491191016647088, 1.0
25, 0.0008463331638439975, 1.0
26, 0.0008334018524659945, 1.0
27, 0.0008240355594206335, 1.0
28, 0.0007957310866578803, 1.0
29, 0.0008146525979193304, 1.0
30, 0.000818666809758343, 1.0
