epoch, train_loss, train_acc
1, 1.3283585953285626, 0.51654
2, 0.8631948721988122, 0.69392
3, 0.6463098336973458, 0.77502
4, 0.47758911142263877, 0.83588
5, 0.33402134413304535, 0.8867
6, 0.20631670132469948, 0.93534
7, 0.10358704957167816, 0.97264
8, 0.04276572457512321, 0.99302
9, 0.014642351564219998, 0.99944
10, 0.0071509682812758955, 0.9999
11, 0.0046554212124965836, 1.0
12, 0.0038974446946007137, 1.0
13, 0.0032765687645181936, 1.0
14, 0.002879890383106878, 1.0
15, 0.002618070873741508, 1.0
16, 0.002405829603790932, 1.0
17, 0.0022361212460052632, 1.0
18, 0.0021453218512556245, 1.0
19, 0.002056193685687869, 1.0
20, 0.0019848902368575067, 1.0
21, 0.0019091057040028351, 1.0
22, 0.0018307947547144025, 1.0
23, 0.001828189477767519, 1.0
24, 0.0017587179362731022, 1.0
25, 0.0017012305204313525, 1.0
26, 0.0016981295660993233, 1.0
27, 0.0016701787960586969, 1.0
28, 0.0016087940707981414, 1.0
29, 0.0015974032040268582, 1.0
30, 0.0016182397264163093, 1.0
