epoch, train_loss, train_acc
1, 1.90077616979399, 0.31732
2, 1.5152127748864996, 0.43594
3, 1.4530898228935574, 0.4638
4, 1.4222012557032164, 0.47898
5, 1.4003262385687865, 0.4864
6, 1.3857167361642393, 0.49056
7, 1.3766864971126742, 0.49294
8, 1.364286816943332, 0.49692
9, 1.3596226675126253, 0.5032
10, 1.3466412661325595, 0.5095
11, 1.337898015366186, 0.50834
12, 1.3381088783064157, 0.51106
13, 1.312435693448157, 0.52314
14, 1.2897361596222119, 0.53146
15, 1.27427623887806, 0.54072
16, 1.2676819794623138, 0.54146
17, 1.2568837437788238, 0.54354
18, 1.2598205137130853, 0.54572
19, 1.2528551252906586, 0.5475
20, 1.2485041458283543, 0.5496
21, 1.2468345639345897, 0.55006
22, 1.2449818794684642, 0.54998
23, 1.2462971393409592, 0.54832
24, 1.2381407406628895, 0.55516
25, 1.2358482522732765, 0.55622
26, 1.2319569540450641, 0.55708
27, 1.230921086752811, 0.55534
28, 1.2306934930479434, 0.55634
29, 1.2254699575321755, 0.55758
30, 1.2350704961115746, 0.55504
