epoch, train_loss, train_acc
1, 1.4078675583195503, 0.48438
2, 0.9608056312022002, 0.65896
3, 0.7539836295577876, 0.73558
4, 0.6010630940232435, 0.79098
5, 0.4855101785391493, 0.8329
6, 0.3613384478461102, 0.8779
7, 0.260225385427475, 0.9151
8, 0.17981498581750313, 0.9439
9, 0.11165235089638349, 0.9685
10, 0.06211414011409673, 0.9856
11, 0.02902707644283314, 0.99574
12, 0.010166579919993458, 0.99964
13, 0.005006356478032783, 0.99998
14, 0.0034210635480158924, 1.0
15, 0.0029365526258592943, 1.0
16, 0.002579436370093004, 1.0
17, 0.002440815967748232, 1.0
18, 0.002322303548650554, 1.0
19, 0.0022909271663597896, 1.0
20, 0.0021830111574691236, 1.0
21, 0.0022134907972996536, 1.0
22, 0.002114984167553961, 1.0
23, 0.0021707858983189094, 1.0
24, 0.0021176748995995506, 1.0
25, 0.002105594279787615, 1.0
26, 0.002171479457634432, 1.0
27, 0.002110725259193984, 1.0
28, 0.002130947339579539, 1.0
29, 0.0021335617859450065, 1.0
30, 0.0021951137294592645, 1.0
