epoch, train_loss, train_acc
1, 1.3095510740719183, 0.52008
2, 0.8103358626670545, 0.71316
3, 0.5856891918517745, 0.79272
4, 0.4286484156575654, 0.85304
5, 0.28805717147524706, 0.90064
6, 0.16891043987649176, 0.94406
7, 0.08198043545398413, 0.97606
8, 0.03280709137963822, 0.99324
9, 0.01078254630898728, 0.99908
10, 0.0038054715538316445, 0.99992
11, 0.002432079062454136, 1.0
12, 0.0018590949833050103, 1.0
13, 0.001589093098590803, 1.0
14, 0.0013931475550262615, 1.0
15, 0.0013192157912225275, 1.0
16, 0.0011892997617464123, 1.0
17, 0.001160626962889329, 1.0
18, 0.0010688906823418311, 1.0
19, 0.0010592595195038068, 1.0
20, 0.0009959141544127108, 1.0
21, 0.0009644869746237784, 1.0
22, 0.000950564150228058, 1.0
23, 0.0009204383357130277, 1.0
24, 0.0009033137778638411, 1.0
25, 0.0008785090557492488, 1.0
26, 0.0008851136786558325, 1.0
27, 0.0008645869180103978, 1.0
28, 0.0008415630499771594, 1.0
29, 0.0008583898353717907, 1.0
30, 0.000848034891309431, 1.0
