epoch, train_loss, train_acc
1, 1.3684330044500053, 0.4959
2, 0.9255918372622536, 0.67052
3, 0.7101968178511275, 0.7497
4, 0.5557933851428654, 0.80634
5, 0.43340046166459006, 0.85066
6, 0.3155269141468551, 0.89222
7, 0.22756875338761703, 0.92458
8, 0.14180364604572507, 0.95538
9, 0.08977296646408107, 0.97494
10, 0.05217553383630255, 0.98706
11, 0.023658747844340855, 0.99598
12, 0.00784387625813427, 0.99976
13, 0.0034840347809845683, 0.99998
14, 0.0027178219389146587, 1.0
15, 0.0024830449201033245, 1.0
16, 0.002334783202968538, 1.0
17, 0.0022822074670120693, 1.0
18, 0.002300749350365375, 1.0
19, 0.002287815906145536, 1.0
20, 0.0023447125962556665, 1.0
21, 0.002357897363588824, 1.0
22, 0.002370374281402401, 1.0
23, 0.0024319163349735768, 1.0
24, 0.0023919272160900715, 1.0
25, 0.002478761534156549, 1.0
26, 0.002469499464756559, 1.0
27, 0.002550751014905589, 1.0
28, 0.0025120418809968835, 1.0
29, 0.002596982156314775, 1.0
30, 0.002546091830474622, 1.0
