epoch, train_loss, train_acc
1, 1.337459876104389, 0.51566
2, 0.8301532113033793, 0.70294
3, 0.6039085368366193, 0.78628
4, 0.4559637278394626, 0.83816
5, 0.3336301186429265, 0.88372
6, 0.21829846869115635, 0.9249
7, 0.12676960382315203, 0.95824
8, 0.05595338143065305, 0.98388
9, 0.02295602360011443, 0.99502
10, 0.007705129597567098, 0.99924
11, 0.0028385889043262146, 0.9999
12, 0.0016384644271886866, 1.0
13, 0.0013391356167914655, 1.0
14, 0.001133757777830057, 1.0
15, 0.0010427353933276109, 1.0
16, 0.0009558597151452052, 1.0
17, 0.0008844879822528033, 1.0
18, 0.0008502598591994427, 1.0
19, 0.0008507551373931749, 1.0
20, 0.0008188551058843875, 1.0
21, 0.0007590408774290491, 1.0
22, 0.0007890626804366031, 1.0
23, 0.0007357926551869515, 1.0
24, 0.0007673726850183313, 1.0
25, 0.0007329020131727123, 1.0
26, 0.0007331907325495711, 1.0
27, 0.0007313875075223644, 1.0
28, 0.0007171945552171334, 1.0
29, 0.0007073135302631933, 1.0
30, 0.0006876215127313419, 1.0
