epoch, train_loss, train_acc
1, 1.2966693703780698, 0.52778
2, 0.8401109303354912, 0.70122
3, 0.6313794631025066, 0.7767
4, 0.4746755155760919, 0.83234
5, 0.35834841449242416, 0.87646
6, 0.147333772400456, 0.96242
7, 0.09661952497632913, 0.9807
8, 0.07250490933275588, 0.9888
9, 0.056146177379867, 0.99368
10, 0.04369049532639096, 0.99646
11, 0.03463905550005948, 0.99864
12, 0.03343280270943404, 0.99874
13, 0.033065844112840456, 0.99854
14, 0.03173195668365187, 0.99888
15, 0.031142372966689223, 0.99894
16, 0.030750389227553097, 0.99896
17, 0.03063304512225606, 0.99894
18, 0.030341923608423194, 0.99894
19, 0.030649351680179692, 0.99904
20, 0.03053249021672913, 0.999
21, 0.030235434413108678, 0.99914
22, 0.03049403510015944, 0.99908
23, 0.03024109062093222, 0.9991
24, 0.03040393368553018, 0.99908
25, 0.030282962395597603, 0.9991
26, 0.030316505681180283, 0.99894
27, 0.030239414599964685, 0.99902
28, 0.030200398310332957, 0.99914
29, 0.030548762015598203, 0.99898
30, 0.03035847103828207, 0.99906
